Initializing soft prompt...
data/train_SQuAD.pt
data/validation_SQuAD.pt
data/test_DuoRC.ParaphraseRC.pt
{'loss': 1.1491, 'learning_rate': 0.0009986141906873614, 'epoch': 0.01}
{'loss': 1.0045, 'learning_rate': 0.000957039911308204, 'epoch': 0.17}
{'loss': 0.9862, 'learning_rate': 0.0009556541019955654, 'epoch': 0.18}
{'loss': 1.0401, 'learning_rate': 0.0009542682926829268, 'epoch': 0.18}
{'loss': 1.052, 'learning_rate': 0.0009528824833702883, 'epoch': 0.19}
{'loss': 0.911, 'learning_rate': 0.0009514966740576497, 'epoch': 0.19}
{'loss': 0.9702, 'learning_rate': 0.000950110864745011, 'epoch': 0.2}
{'loss': 0.9406, 'learning_rate': 0.0009487250554323725, 'epoch': 0.21}
{'loss': 0.9322, 'learning_rate': 0.000947339246119734, 'epoch': 0.21}
{'loss': 0.9272, 'learning_rate': 0.0009459534368070953, 'epoch': 0.22}
{'loss': 0.9424, 'learning_rate': 0.0009445676274944568, 'epoch': 0.22}
{'loss': 0.9722, 'learning_rate': 0.0009431818181818183, 'epoch': 0.23}
{'loss': 0.9251, 'learning_rate': 0.0009417960088691796, 'epoch': 0.23}
{'loss': 0.9263, 'learning_rate': 0.000940410199556541, 'epoch': 0.24}
{'loss': 0.9393, 'learning_rate': 0.0009390243902439024, 'epoch': 0.24}
{'loss': 0.9488, 'learning_rate': 0.0009376385809312639, 'epoch': 0.25}
{'loss': 0.9865, 'learning_rate': 0.0009362527716186253, 'epoch': 0.25}
{'loss': 0.9304, 'learning_rate': 0.0009348669623059866, 'epoch': 0.26}
{'loss': 0.8259, 'learning_rate': 0.0009334811529933481, 'epoch': 0.27}
{'loss': 0.9331, 'learning_rate': 0.0009320953436807096, 'epoch': 0.27}
{'loss': 0.9581, 'learning_rate': 0.0009307095343680709, 'epoch': 0.28}
{'loss': 0.8494, 'learning_rate': 0.0009293237250554324, 'epoch': 0.28}
{'loss': 0.873, 'learning_rate': 0.0009279379157427939, 'epoch': 0.29}
{'loss': 0.8354, 'learning_rate': 0.0009265521064301552, 'epoch': 0.29}
{'loss': 0.8869, 'learning_rate': 0.0009251662971175166, 'epoch': 0.3}
{'loss': 0.8367, 'learning_rate': 0.0009237804878048781, 'epoch': 0.3}
{'loss': 0.8642, 'learning_rate': 0.0009223946784922395, 'epoch': 0.31}
{'loss': 0.9446, 'learning_rate': 0.0009210088691796009, 'epoch': 0.32}
{'loss': 0.8649, 'learning_rate': 0.0009196230598669624, 'epoch': 0.32}
{'loss': 0.8946, 'learning_rate': 0.0009182372505543237, 'epoch': 0.33}
{'loss': 0.824, 'learning_rate': 0.0009168514412416852, 'epoch': 0.33}
{'loss': 0.8819, 'learning_rate': 0.0009154656319290465, 'epoch': 0.34}
{'loss': 0.9729, 'learning_rate': 0.000914079822616408, 'epoch': 0.34}
{'loss': 0.8282, 'learning_rate': 0.0009126940133037695, 'epoch': 0.35}
{'loss': 0.9796, 'learning_rate': 0.0009113082039911308, 'epoch': 0.35}
{'loss': 0.8704, 'learning_rate': 0.0009099223946784922, 'epoch': 0.36}
{'loss': 0.8538, 'learning_rate': 0.0009085365853658537, 'epoch': 0.37}
{'loss': 0.9403, 'learning_rate': 0.0009071507760532151, 'epoch': 0.37}
{'loss': 0.8808, 'learning_rate': 0.0009057649667405765, 'epoch': 0.38}
{'loss': 0.879, 'learning_rate': 0.000904379157427938, 'epoch': 0.38}
{'loss': 0.8606, 'learning_rate': 0.0009029933481152993, 'epoch': 0.39}
{'loss': 0.8435, 'learning_rate': 0.0009016075388026608, 'epoch': 0.39}
{'loss': 0.8367, 'learning_rate': 0.0009002217294900222, 'epoch': 0.4}
{'loss': 0.856, 'learning_rate': 0.0008988359201773836, 'epoch': 0.4}
{'loss': 0.9273, 'learning_rate': 0.0008974501108647451, 'epoch': 0.41}
{'loss': 0.772, 'learning_rate': 0.0008960643015521065, 'epoch': 0.42}
{'loss': 0.8437, 'learning_rate': 0.0008946784922394678, 'epoch': 0.42}
{'loss': 0.876, 'learning_rate': 0.0008932926829268293, 'epoch': 0.43}
{'loss': 0.8629, 'learning_rate': 0.0008919068736141908, 'epoch': 0.43}
{'loss': 0.8496, 'learning_rate': 0.0008905210643015521, 'epoch': 0.44}
{'loss': 0.8008, 'learning_rate': 0.0008891352549889135, 'epoch': 0.44}
{'loss': 0.808, 'learning_rate': 0.0008877494456762749, 'epoch': 0.45}
{'loss': 0.8047, 'learning_rate': 0.0008863636363636364, 'epoch': 0.45}
{'loss': 0.802, 'learning_rate': 0.0008849778270509978, 'epoch': 0.46}
{'loss': 0.7794, 'learning_rate': 0.0008835920177383592, 'epoch': 0.47}
{'loss': 0.8064, 'learning_rate': 0.0008822062084257207, 'epoch': 0.47}
{'loss': 0.7868, 'learning_rate': 0.0008808203991130821, 'epoch': 0.48}
{'loss': 0.7891, 'learning_rate': 0.0008794345898004434, 'epoch': 0.48}
{'loss': 0.8, 'learning_rate': 0.0008780487804878049, 'epoch': 0.49}
{'loss': 0.7795, 'learning_rate': 0.0008766629711751664, 'epoch': 0.49}
{'loss': 0.7833, 'learning_rate': 0.0008752771618625277, 'epoch': 0.5}
{'loss': 0.7859, 'learning_rate': 0.0008738913525498891, 'epoch': 0.5}
{'loss': 0.8179, 'learning_rate': 0.0008725055432372506, 'epoch': 0.51}
{'loss': 0.8195, 'learning_rate': 0.000871119733924612, 'epoch': 0.52}
{'loss': 0.802, 'learning_rate': 0.0008697339246119734, 'epoch': 0.52}
{'loss': 0.8285, 'learning_rate': 0.0008683481152993349, 'epoch': 0.53}
{'loss': 0.8155, 'learning_rate': 0.0008669623059866963, 'epoch': 0.53}
{'loss': 0.7974, 'learning_rate': 0.0008655764966740577, 'epoch': 0.54}
{'loss': 0.7569, 'learning_rate': 0.000864190687361419, 'epoch': 0.54}
{'loss': 0.7228, 'learning_rate': 0.0008628048780487805, 'epoch': 0.55}
{'loss': 0.8192, 'learning_rate': 0.000861419068736142, 'epoch': 0.55}
{'loss': 0.8346, 'learning_rate': 0.0008600332594235033, 'epoch': 0.56}
{'loss': 0.7592, 'learning_rate': 0.0008586474501108647, 'epoch': 0.57}
{'loss': 0.825, 'learning_rate': 0.0008572616407982262, 'epoch': 0.57}
{'loss': 0.6857, 'learning_rate': 0.0008558758314855876, 'epoch': 0.58}
{'loss': 0.842, 'learning_rate': 0.000854490022172949, 'epoch': 0.58}
{'loss': 0.7806, 'learning_rate': 0.0008531042128603105, 'epoch': 0.59}
{'loss': 0.7905, 'learning_rate': 0.0008517184035476718, 'epoch': 0.59}
{'loss': 0.8256, 'learning_rate': 0.0008503325942350333, 'epoch': 0.6}
{'loss': 0.7665, 'learning_rate': 0.0008489467849223947, 'epoch': 0.6}
{'loss': 0.7519, 'learning_rate': 0.0008475609756097561, 'epoch': 0.61}
{'loss': 0.8162, 'learning_rate': 0.0008461751662971176, 'epoch': 0.62}
{'loss': 0.7638, 'learning_rate': 0.000844789356984479, 'epoch': 0.62}
{'loss': 0.7678, 'learning_rate': 0.0008434035476718403, 'epoch': 0.63}
{'loss': 0.7828, 'learning_rate': 0.0008420177383592018, 'epoch': 0.63}
{'loss': 0.7191, 'learning_rate': 0.0008406319290465632, 'epoch': 0.64}
{'loss': 0.776, 'learning_rate': 0.0008392461197339246, 'epoch': 0.64}
{'loss': 0.7284, 'learning_rate': 0.0008378603104212861, 'epoch': 0.65}
{'loss': 0.81, 'learning_rate': 0.0008364745011086474, 'epoch': 0.65}
{'loss': 0.7475, 'learning_rate': 0.0008350886917960089, 'epoch': 0.66}
{'loss': 0.7672, 'learning_rate': 0.0008337028824833703, 'epoch': 0.67}
{'loss': 0.7346, 'learning_rate': 0.0008323170731707317, 'epoch': 0.67}
{'loss': 0.8125, 'learning_rate': 0.0008309312638580932, 'epoch': 0.68}
{'loss': 0.8011, 'learning_rate': 0.0008295454545454546, 'epoch': 0.68}
{'loss': 0.7824, 'learning_rate': 0.0008281596452328159, 'epoch': 0.69}
{'loss': 0.7861, 'learning_rate': 0.0008267738359201774, 'epoch': 0.69}
{'loss': 0.8226, 'learning_rate': 0.0008253880266075389, 'epoch': 0.7}
{'loss': 0.7597, 'learning_rate': 0.0008240022172949002, 'epoch': 0.7}
{'loss': 0.7807, 'learning_rate': 0.0008226164079822617, 'epoch': 0.71}
{'loss': 0.7751, 'learning_rate': 0.0008212305986696231, 'epoch': 0.72}
{'loss': 0.7685, 'learning_rate': 0.0008198447893569845, 'epoch': 0.72}
{'loss': 0.763, 'learning_rate': 0.0008184589800443459, 'epoch': 0.73}
{'loss': 0.7735, 'learning_rate': 0.0008170731707317073, 'epoch': 0.73}
{'loss': 0.7716, 'learning_rate': 0.0008156873614190688, 'epoch': 0.74}
{'loss': 0.7737, 'learning_rate': 0.0008143015521064301, 'epoch': 0.74}
{'loss': 0.7706, 'learning_rate': 0.0008129157427937915, 'epoch': 0.75}
{'loss': 0.7624, 'learning_rate': 0.000811529933481153, 'epoch': 0.75}
{'loss': 0.7402, 'learning_rate': 0.0008101441241685145, 'epoch': 0.76}
{'loss': 0.765, 'learning_rate': 0.0008087583148558758, 'epoch': 0.76}
{'loss': 0.763, 'learning_rate': 0.0008073725055432373, 'epoch': 0.77}
{'loss': 0.722, 'learning_rate': 0.0008059866962305987, 'epoch': 0.78}
{'loss': 0.7463, 'learning_rate': 0.0008046008869179601, 'epoch': 0.78}
{'loss': 0.7991, 'learning_rate': 0.0008032150776053215, 'epoch': 0.79}
{'loss': 0.8113, 'learning_rate': 0.000801829268292683, 'epoch': 0.79}
{'loss': 0.7099, 'learning_rate': 0.0008004434589800444, 'epoch': 0.8}
{'loss': 0.6917, 'learning_rate': 0.0007990576496674057, 'epoch': 0.8}
{'loss': 0.7334, 'learning_rate': 0.0007976718403547672, 'epoch': 0.81}
{'loss': 0.7294, 'learning_rate': 0.0007962860310421286, 'epoch': 0.81}
{'loss': 0.7456, 'learning_rate': 0.0007949002217294901, 'epoch': 0.82}
{'loss': 0.8121, 'learning_rate': 0.0007935144124168514, 'epoch': 0.83}
{'loss': 0.7658, 'learning_rate': 0.0007921286031042129, 'epoch': 0.83}
{'loss': 0.7509, 'learning_rate': 0.0007907427937915743, 'epoch': 0.84}
{'loss': 0.7239, 'learning_rate': 0.0007893569844789357, 'epoch': 0.84}
{'loss': 0.7635, 'learning_rate': 0.0007879711751662971, 'epoch': 0.85}
{'loss': 0.729, 'learning_rate': 0.0007865853658536586, 'epoch': 0.85}
{'loss': 0.7624, 'learning_rate': 0.00078519955654102, 'epoch': 0.86}
{'loss': 0.8022, 'learning_rate': 0.0007838137472283813, 'epoch': 0.86}
{'loss': 0.7256, 'learning_rate': 0.0007824279379157428, 'epoch': 0.87}
{'loss': 0.7451, 'learning_rate': 0.0007810421286031042, 'epoch': 0.88}
{'loss': 0.7668, 'learning_rate': 0.0007796563192904657, 'epoch': 0.88}
{'loss': 0.7303, 'learning_rate': 0.0007782705099778271, 'epoch': 0.89}
{'loss': 0.7165, 'learning_rate': 0.0007768847006651885, 'epoch': 0.89}
{'loss': 0.7133, 'learning_rate': 0.0007754988913525499, 'epoch': 0.9}
{'loss': 0.7396, 'learning_rate': 0.0007741130820399114, 'epoch': 0.9}
{'loss': 0.7075, 'learning_rate': 0.0007727272727272727, 'epoch': 0.91}
{'loss': 0.7021, 'learning_rate': 0.0007713414634146342, 'epoch': 0.91}
{'loss': 0.7185, 'learning_rate': 0.0007699556541019956, 'epoch': 0.92}
{'loss': 0.7253, 'learning_rate': 0.0007685698447893569, 'epoch': 0.93}
{'loss': 0.7607, 'learning_rate': 0.0007671840354767184, 'epoch': 0.93}
{'loss': 0.7646, 'learning_rate': 0.0007657982261640798, 'epoch': 0.94}
{'loss': 0.7392, 'learning_rate': 0.0007644124168514413, 'epoch': 0.94}
{'loss': 0.6807, 'learning_rate': 0.0007630266075388027, 'epoch': 0.95}
{'loss': 0.7282, 'learning_rate': 0.000761640798226164, 'epoch': 0.95}
{'loss': 0.7254, 'learning_rate': 0.0007602549889135255, 'epoch': 0.96}
{'loss': 0.725, 'learning_rate': 0.000758869179600887, 'epoch': 0.96}
{'loss': 0.7645, 'learning_rate': 0.0007574833702882483, 'epoch': 0.97}
{'loss': 0.709, 'learning_rate': 0.0007560975609756098, 'epoch': 0.98}
{'loss': 0.7165, 'learning_rate': 0.0007547117516629713, 'epoch': 0.98}
{'loss': 0.6835, 'learning_rate': 0.0007533259423503325, 'epoch': 0.99}
{'loss': 0.7595, 'learning_rate': 0.000751940133037694, 'epoch': 0.99}
{'loss': 0.7417, 'learning_rate': 0.0007505543237250555, 'epoch': 1.0}
{'loss': 0.7398, 'learning_rate': 0.0007491685144124169, 'epoch': 1.0}
{'loss': 0.6802, 'learning_rate': 0.0007477827050997783, 'epoch': 1.01}
{'loss': 0.7376, 'learning_rate': 0.0007463968957871396, 'epoch': 1.01}
{'loss': 0.706, 'learning_rate': 0.0007450110864745011, 'epoch': 1.02}
{'loss': 0.6953, 'learning_rate': 0.0007436252771618626, 'epoch': 1.03}
{'loss': 0.6984, 'learning_rate': 0.0007422394678492239, 'epoch': 1.03}
{'loss': 0.6187, 'learning_rate': 0.0007408536585365854, 'epoch': 1.04}
{'loss': 0.705, 'learning_rate': 0.0007394678492239469, 'epoch': 1.04}
{'loss': 0.7227, 'learning_rate': 0.0007380820399113081, 'epoch': 1.05}
{'loss': 0.7378, 'learning_rate': 0.0007366962305986696, 'epoch': 1.05}
{'loss': 0.7352, 'learning_rate': 0.0007353104212860311, 'epoch': 1.06}
{'loss': 0.7442, 'learning_rate': 0.0007339246119733925, 'epoch': 1.06}
{'loss': 0.7013, 'learning_rate': 0.0007325388026607539, 'epoch': 1.07}
{'loss': 0.7529, 'learning_rate': 0.0007311529933481153, 'epoch': 1.08}
{'loss': 0.7369, 'learning_rate': 0.0007297671840354767, 'epoch': 1.08}
{'loss': 0.6689, 'learning_rate': 0.0007283813747228382, 'epoch': 1.09}
{'loss': 0.6901, 'learning_rate': 0.0007269955654101996, 'epoch': 1.09}
{'loss': 0.7473, 'learning_rate': 0.000725609756097561, 'epoch': 1.1}
{'loss': 0.6855, 'learning_rate': 0.0007242239467849225, 'epoch': 1.1}
{'loss': 0.7293, 'learning_rate': 0.0007228381374722837, 'epoch': 1.11}
{'loss': 0.7165, 'learning_rate': 0.0007214523281596452, 'epoch': 1.11}
{'loss': 0.7234, 'learning_rate': 0.0007200665188470067, 'epoch': 1.12}
{'loss': 0.7009, 'learning_rate': 0.0007186807095343681, 'epoch': 1.13}
{'loss': 0.6942, 'learning_rate': 0.0007172949002217295, 'epoch': 1.13}
{'loss': 0.7072, 'learning_rate': 0.0007159090909090909, 'epoch': 1.14}
{'loss': 0.6998, 'learning_rate': 0.0007145232815964523, 'epoch': 1.14}
{'loss': 0.7349, 'learning_rate': 0.0007131374722838138, 'epoch': 1.15}
{'loss': 0.6762, 'learning_rate': 0.0007117516629711752, 'epoch': 1.15}
{'loss': 0.7233, 'learning_rate': 0.0007103658536585366, 'epoch': 1.16}
{'loss': 0.7188, 'learning_rate': 0.000708980044345898, 'epoch': 1.16}
{'loss': 0.6578, 'learning_rate': 0.0007075942350332594, 'epoch': 1.17}
{'loss': 0.6278, 'learning_rate': 0.0007062084257206208, 'epoch': 1.18}
{'loss': 0.7126, 'learning_rate': 0.0007048226164079823, 'epoch': 1.18}
{'loss': 0.7333, 'learning_rate': 0.0007034368070953438, 'epoch': 1.19}
{'loss': 0.6787, 'learning_rate': 0.000702050997782705, 'epoch': 1.19}
{'loss': 0.7046, 'learning_rate': 0.0007006651884700665, 'epoch': 1.2}
{'loss': 0.6632, 'learning_rate': 0.0006992793791574279, 'epoch': 1.2}
{'loss': 0.6651, 'learning_rate': 0.0006978935698447894, 'epoch': 1.21}
{'loss': 0.6534, 'learning_rate': 0.0006965077605321508, 'epoch': 1.21}
{'loss': 0.7141, 'learning_rate': 0.0006951219512195122, 'epoch': 1.22}
{'loss': 0.6437, 'learning_rate': 0.0006937361419068736, 'epoch': 1.23}
{'loss': 0.6899, 'learning_rate': 0.000692350332594235, 'epoch': 1.23}
{'loss': 0.7317, 'learning_rate': 0.0006909645232815964, 'epoch': 1.24}
{'loss': 0.7265, 'learning_rate': 0.0006895787139689579, 'epoch': 1.24}
{'loss': 0.7124, 'learning_rate': 0.0006881929046563194, 'epoch': 1.25}
{'loss': 0.6748, 'learning_rate': 0.0006868070953436806, 'epoch': 1.25}
{'loss': 0.7078, 'learning_rate': 0.0006854212860310421, 'epoch': 1.26}
{'loss': 0.6941, 'learning_rate': 0.0006840354767184036, 'epoch': 1.26}
{'loss': 0.6788, 'learning_rate': 0.000682649667405765, 'epoch': 1.27}
{'loss': 0.7279, 'learning_rate': 0.0006812638580931264, 'epoch': 1.27}
{'loss': 0.7021, 'learning_rate': 0.0006798780487804879, 'epoch': 1.28}
{'loss': 0.6707, 'learning_rate': 0.0006784922394678492, 'epoch': 1.29}
{'loss': 0.7181, 'learning_rate': 0.0006771064301552106, 'epoch': 1.29}
{'loss': 0.7027, 'learning_rate': 0.0006757206208425721, 'epoch': 1.3}
{'loss': 0.6936, 'learning_rate': 0.0006743348115299335, 'epoch': 1.3}
{'loss': 0.7373, 'learning_rate': 0.000672949002217295, 'epoch': 1.31}
{'loss': 0.6836, 'learning_rate': 0.0006715631929046562, 'epoch': 1.31}
{'loss': 0.7035, 'learning_rate': 0.0006701773835920177, 'epoch': 1.32}
{'loss': 0.69, 'learning_rate': 0.0006687915742793792, 'epoch': 1.32}
{'loss': 0.6618, 'learning_rate': 0.0006674057649667406, 'epoch': 1.33}
{'loss': 0.6795, 'learning_rate': 0.000666019955654102, 'epoch': 1.34}
{'loss': 0.6645, 'learning_rate': 0.0006646341463414635, 'epoch': 1.34}
{'loss': 0.7254, 'learning_rate': 0.0006632483370288248, 'epoch': 1.35}
{'loss': 0.6485, 'learning_rate': 0.0006618625277161862, 'epoch': 1.35}
{'loss': 0.729, 'learning_rate': 0.0006604767184035477, 'epoch': 1.36}
{'loss': 0.6531, 'learning_rate': 0.0006590909090909091, 'epoch': 1.36}
{'loss': 0.6756, 'learning_rate': 0.0006577050997782706, 'epoch': 1.37}
{'loss': 0.6155, 'learning_rate': 0.000656319290465632, 'epoch': 1.37}
{'loss': 0.7126, 'learning_rate': 0.0006549334811529933, 'epoch': 1.38}
{'loss': 0.7191, 'learning_rate': 0.0006535476718403548, 'epoch': 1.39}
{'loss': 0.6435, 'learning_rate': 0.0006521618625277163, 'epoch': 1.39}
{'loss': 0.6838, 'learning_rate': 0.0006507760532150776, 'epoch': 1.4}
{'loss': 0.7023, 'learning_rate': 0.0006493902439024391, 'epoch': 1.4}
{'loss': 0.6468, 'learning_rate': 0.0006480044345898004, 'epoch': 1.41}
{'loss': 0.706, 'learning_rate': 0.0006466186252771618, 'epoch': 1.41}
{'loss': 0.6403, 'learning_rate': 0.0006452328159645233, 'epoch': 1.42}
{'loss': 0.6712, 'learning_rate': 0.0006438470066518847, 'epoch': 1.42}
{'loss': 0.6959, 'learning_rate': 0.0006424611973392462, 'epoch': 1.43}
{'loss': 0.6895, 'learning_rate': 0.0006410753880266075, 'epoch': 1.44}
{'loss': 0.6859, 'learning_rate': 0.0006396895787139689, 'epoch': 1.44}
{'loss': 0.6724, 'learning_rate': 0.0006383037694013304, 'epoch': 1.45}
{'loss': 0.6939, 'learning_rate': 0.0006369179600886919, 'epoch': 1.45}
{'loss': 0.6636, 'learning_rate': 0.0006355321507760532, 'epoch': 1.46}
{'loss': 0.6724, 'learning_rate': 0.0006341463414634147, 'epoch': 1.46}
{'loss': 0.6644, 'learning_rate': 0.0006327605321507761, 'epoch': 1.47}
{'loss': 0.6618, 'learning_rate': 0.0006313747228381374, 'epoch': 1.47}
{'loss': 0.6796, 'learning_rate': 0.0006299889135254989, 'epoch': 1.48}
{'loss': 0.6805, 'learning_rate': 0.0006286031042128604, 'epoch': 1.49}
{'loss': 0.6891, 'learning_rate': 0.0006272172949002218, 'epoch': 1.49}
{'loss': 0.654, 'learning_rate': 0.0006258314855875831, 'epoch': 1.5}
{'loss': 0.6601, 'learning_rate': 0.0006244456762749445, 'epoch': 1.5}
{'loss': 0.7031, 'learning_rate': 0.000623059866962306, 'epoch': 1.51}
{'loss': 0.6415, 'learning_rate': 0.0006216740576496675, 'epoch': 1.51}
{'loss': 0.654, 'learning_rate': 0.0006202882483370288, 'epoch': 1.52}
{'loss': 0.6545, 'learning_rate': 0.0006189024390243903, 'epoch': 1.52}
{'loss': 0.6586, 'learning_rate': 0.0006175166297117517, 'epoch': 1.53}
{'loss': 0.6271, 'learning_rate': 0.000616130820399113, 'epoch': 1.54}
{'loss': 0.6246, 'learning_rate': 0.0006147450110864745, 'epoch': 1.54}
{'loss': 0.661, 'learning_rate': 0.000613359201773836, 'epoch': 1.55}
{'loss': 0.6998, 'learning_rate': 0.0006119733924611974, 'epoch': 1.55}
{'loss': 0.692, 'learning_rate': 0.0006105875831485587, 'epoch': 1.56}
{'loss': 0.605, 'learning_rate': 0.0006092017738359202, 'epoch': 1.56}
{'loss': 0.6524, 'learning_rate': 0.0006078159645232816, 'epoch': 1.57}
{'loss': 0.6786, 'learning_rate': 0.0006064301552106431, 'epoch': 1.57}
{'loss': 0.6923, 'learning_rate': 0.0006050443458980045, 'epoch': 1.58}
{'loss': 0.6466, 'learning_rate': 0.0006036585365853658, 'epoch': 1.59}
{'loss': 0.6257, 'learning_rate': 0.0006022727272727273, 'epoch': 1.59}
{'loss': 0.6351, 'learning_rate': 0.0006008869179600886, 'epoch': 1.6}
{'loss': 0.6674, 'learning_rate': 0.0005995011086474501, 'epoch': 1.6}
{'loss': 0.61, 'learning_rate': 0.0005981152993348116, 'epoch': 1.61}
{'loss': 0.6473, 'learning_rate': 0.000596729490022173, 'epoch': 1.61}
{'loss': 0.6478, 'learning_rate': 0.0005953436807095343, 'epoch': 1.62}
{'loss': 0.6587, 'learning_rate': 0.0005939578713968958, 'epoch': 1.62}
{'loss': 0.6483, 'learning_rate': 0.0005925720620842572, 'epoch': 1.63}
{'loss': 0.6328, 'learning_rate': 0.0005911862527716187, 'epoch': 1.64}
{'loss': 0.6656, 'learning_rate': 0.0005898004434589801, 'epoch': 1.64}
{'loss': 0.6494, 'learning_rate': 0.0005884146341463414, 'epoch': 1.65}
{'loss': 0.6746, 'learning_rate': 0.0005870288248337029, 'epoch': 1.65}
{'loss': 0.624, 'learning_rate': 0.0005856430155210643, 'epoch': 1.66}
{'loss': 0.6286, 'learning_rate': 0.0005842572062084257, 'epoch': 1.66}
{'loss': 0.7095, 'learning_rate': 0.0005828713968957872, 'epoch': 1.67}
{'loss': 0.6966, 'learning_rate': 0.0005814855875831487, 'epoch': 1.67}
{'loss': 0.6605, 'learning_rate': 0.0005800997782705099, 'epoch': 1.68}
{'loss': 0.6427, 'learning_rate': 0.0005787139689578714, 'epoch': 1.69}
{'loss': 0.6619, 'learning_rate': 0.0005773281596452328, 'epoch': 1.69}
{'loss': 0.6339, 'learning_rate': 0.0005759423503325943, 'epoch': 1.7}
{'loss': 0.6399, 'learning_rate': 0.0005745565410199557, 'epoch': 1.7}
{'loss': 0.6625, 'learning_rate': 0.000573170731707317, 'epoch': 1.71}
{'loss': 0.6625, 'learning_rate': 0.0005717849223946785, 'epoch': 1.71}
{'loss': 0.664, 'learning_rate': 0.0005703991130820399, 'epoch': 1.72}
{'loss': 0.6661, 'learning_rate': 0.0005690133037694013, 'epoch': 1.72}
{'loss': 0.6287, 'learning_rate': 0.0005676274944567628, 'epoch': 1.73}
{'loss': 0.6632, 'learning_rate': 0.0005662416851441243, 'epoch': 1.74}
{'loss': 0.6295, 'learning_rate': 0.0005648558758314855, 'epoch': 1.74}
{'loss': 0.6548, 'learning_rate': 0.000563470066518847, 'epoch': 1.75}
{'loss': 0.6949, 'learning_rate': 0.0005620842572062085, 'epoch': 1.75}
{'loss': 0.6352, 'learning_rate': 0.0005606984478935699, 'epoch': 1.76}
{'loss': 0.6867, 'learning_rate': 0.0005593126385809313, 'epoch': 1.76}
{'loss': 0.6132, 'learning_rate': 0.0005579268292682927, 'epoch': 1.77}
{'loss': 0.6305, 'learning_rate': 0.0005565410199556541, 'epoch': 1.77}
{'loss': 0.6678, 'learning_rate': 0.0005551552106430155, 'epoch': 1.78}
{'loss': 0.6582, 'learning_rate': 0.0005537694013303769, 'epoch': 1.78}
{'loss': 0.6532, 'learning_rate': 0.0005523835920177384, 'epoch': 1.79}
{'loss': 0.667, 'learning_rate': 0.0005509977827050999, 'epoch': 1.8}
{'loss': 0.6824, 'learning_rate': 0.0005496119733924611, 'epoch': 1.8}
{'loss': 0.6278, 'learning_rate': 0.0005482261640798226, 'epoch': 1.81}
{'loss': 0.6711, 'learning_rate': 0.0005468403547671841, 'epoch': 1.81}
{'loss': 0.6705, 'learning_rate': 0.0005454545454545455, 'epoch': 1.82}
{'loss': 0.6681, 'learning_rate': 0.0005440687361419069, 'epoch': 1.82}
{'loss': 0.661, 'learning_rate': 0.0005426829268292683, 'epoch': 1.83}
{'loss': 0.63, 'learning_rate': 0.0005412971175166297, 'epoch': 1.83}
